Id,Label,timeset,modularity_class,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
maaj19,maaj19,,25,1,0,1,0.002808,0,0,0,0
dmjolley,dmjolley,,11,1,0,1,0.012813,0,0,0,0
haaretzcom,haaretzcom,,13,4,0,4,0.179381,0,0,0,0
Kakzk10ajk,Kakzk10ajk,,13,1,0,1,0.06556,0,0,0,0
reporter0a,reporter0a,,25,1,0,1,0.044557,0,0,0,0
AlJabali23,AlJabali23,,5,1,0,1,0.002808,0,0,0,0
amee45712241,amee45712241,,14,1,0,1,0.024877,0,0,0,0
ajreid,ajreid,,19,1,0,1,0.011101,0,0,0,0
Ebrahym2039,Ebrahym2039,,6,1,0,1,0.033913,0,0,0,0
haya_atassi,haya_atassi,,23,1,0,1,0.166677,0,0,0,0
Alexand55218041,Alexand55218041,,24,1,0,1,0.003412,0,0,0,0
IdealDeSanta,IdealDeSanta,,26,1,0,1,0.083867,0,0,0,0
davidbien3,davidbien3,,7,1,0,1,0.165638,0,0,0,0
laughwithmeh27,laughwithmeh27,,28,1,0,1,0.003199,0,0,0,0
Murshad007,Murshad007,,7,1,0,1,0.090381,0,0,0,0
Bint_Dutches2,Bint_Dutches2,,20,1,0,1,0.003153,0,0,0,0
IbnElHijaz,IbnElHijaz,,15,2,0,2,0.015709,0,0,0,0
UkhtlnBlack,UkhtlnBlack,,20,1,0,1,0.006053,0,0,0,0
drerdogan_001,drerdogan_001,,7,2,0,2,0.160706,0,0,0,0
WilayatNajd,WilayatNajd,,11,1,0,1,0.012813,0,0,0,0
OMARALIRAQI114,OMARALIRAQI114,,14,1,0,1,0.024877,0,0,0,0
UmmAysha37___,UmmAysha37___,,22,1,0,1,0.004981,0,0,0,0
The_Global_Kmr,The_Global_Kmr,,27,1,0,1,0.004834,0,0,0,0
itsmenanice,itsmenanice,,9,2,0,2,0.036721,0,0,0,0
__metal_head___,__metal_head___,,26,1,0,1,0.083867,0,0,0,0
HadiAlabdallah,HadiAlabdallah,,3,7,0,7,0.384249,0,0,0,0
NinjaWahrani,NinjaWahrani,,26,1,0,1,0.083867,0,0,0,0
DailyNewsEgypt,DailyNewsEgypt,,26,1,0,1,0.083867,0,0,0,0
alamrikiya_001,alamrikiya_001,,17,1,0,1,0.002567,0,0,0,0
reuterspictures,reuterspictures,,13,1,0,1,0.046761,0,0,0,0
Freedom_speech2,Freedom_speech2,,23,6,30,36,0.10218,6,0.316041,0.366321,0.000117
yerba_mat,yerba_mat,,7,2,0,2,0.036063,0,0,0,0
AlSaudTheJews,AlSaudTheJews,,11,1,0,1,0.012813,0,0,0,0
WarNews24_7,WarNews24_7,,7,2,0,2,0.256019,0,0,0,0
LEARNSOMETHlNG,LEARNSOMETHlNG,,11,1,0,1,0.012813,0,0,0,0
thehill,thehill,,26,1,0,1,0.083867,0,0,0,0
alternet,alternet,,17,2,0,2,0.035634,0,0,0,0
muteasde,muteasde,,3,1,0,1,0.002808,0,0,0,0
kesisygegum,kesisygegum,,25,3,0,3,0.062205,0,0,0,0
ummsaffiyya,ummsaffiyya,,26,1,0,1,0.083867,0,0,0,0
minusbeer,minusbeer,,11,1,0,1,0.012813,0,0,0,0
ummasma143,ummasma143,,20,1,0,1,0.003153,0,0,0,0
SadiqKhan,SadiqKhan,,13,1,0,1,0.041773,0,0,0,0
dkcagara,dkcagara,,7,1,0,1,0.090381,0,0,0,0
iFayaz,iFayaz,,6,1,0,1,0.033913,0,0,0,0
MustafAbuZir,MustafAbuZir,,7,1,0,1,0.090381,0,0,0,0
jawad4291,jawad4291,,27,1,0,1,0.007543,0,0,0,0
AsadAlKanadi10,AsadAlKanadi10,,5,1,0,1,0.002808,0,0,0,0
ElWalaaWalBaraa,ElWalaaWalBaraa,,3,1,0,1,0.001721,0,0,0,0
_JstMryam,_JstMryam,,8,2,0,2,0.0096,0,0,0,0
Nour_Samaha,Nour_Samaha,,25,1,0,1,0.044557,0,0,0,0
Gunslingerboy_,Gunslingerboy_,,13,3,0,3,0.13404,0,0,0,0
DrPartizan_,DrPartizan_,,20,6,0,6,0.492722,0,0,0,0
roridonaghy,roridonaghy,,13,1,0,1,0.011192,0,0,0,0
Whonix,Whonix,,21,1,0,1,0.070325,0,0,0,0
mukdadhumaidan2,mukdadhumaidan2,,13,1,0,1,0.046761,0,0,0,0
TR_Foundation,TR_Foundation,,6,1,0,1,0.033913,0,0,0,0
dawla278,dawla278,,8,1,0,1,0.001721,0,0,0,0
moonnor27,moonnor27,,2,11,0,11,0.227171,0,0,0,0
ABUHIBBAN9,ABUHIBBAN9,,22,1,0,1,0.004981,0,0,0,0
meanfellow90,meanfellow90,,27,1,0,1,0.004834,0,0,0,0
Wilayat_swahili,Wilayat_swahili,,19,1,0,1,0.018083,0,0,0,0
Breaking3zero,Breaking3zero,,26,1,0,1,0.083867,0,0,0,0
AlJabarti22,AlJabarti22,,5,1,0,1,0.002808,0,0,0,0
RandaHabib,RandaHabib,,11,1,0,1,0.012813,0,0,0,0
john_gayus,john_gayus,,21,1,0,1,0.070325,0,0,0,0
AAhronheim,AAhronheim,,7,4,0,4,0.190474,0,0,0,0
Rheeq_isis_tt66,Rheeq_isis_tt66,,22,1,0,1,0.004981,0,0,0,0
mobi_ayubi,mobi_ayubi,,24,2,310,312,0.003442,5,0.405235,0.48826,0.00024
Mamoru_Hijikata,Mamoru_Hijikata,,8,1,0,1,0.007879,0,0,0,0
Abtigood,Abtigood,,5,1,0,1,0.002808,0,0,0,0
KhaledBeydoun,KhaledBeydoun,,8,1,0,1,0.002808,0,0,0,0
MiddleEastEye,MiddleEastEye,,8,16,0,16,0.301527,0,0,0,0
ispionline,ispionline,,23,1,0,1,0.166677,0,0,0,0
striv3ride,striv3ride,,5,1,0,1,0.002808,0,0,0,0
FreeEgyptPress,FreeEgyptPress,,26,1,0,1,0.083867,0,0,0,0
AngelaKorras,AngelaKorras,,23,1,0,1,0.166677,0,0,0,0
Turhibuun,Turhibuun,,19,1,0,1,0.018083,0,0,0,0
nikkihaley,nikkihaley,,11,1,0,1,0.012813,0,0,0,0
mo5athb104,mo5athb104,,3,1,0,1,0.002808,0,0,0,0
AabiruSabeel_,AabiruSabeel_,,8,1,0,1,0.002808,0,0,0,0
TheIslamApp,TheIslamApp,,9,1,0,1,0.002808,0,0,0,0
AmalBRose,AmalBRose,,13,1,0,1,0.046761,0,0,0,0
VictorySeries1,VictorySeries1,,10,1,0,1,0.001721,0,0,0,0
New_Narrative,New_Narrative,,21,2,0,2,0.154192,0,0,0,0
c_cl3r,c_cl3r,,2,2,0,2,0.019804,0,0,0,0
Imarat_1,Imarat_1,,10,1,0,1,0.001721,0,0,0,0
Eljarh,Eljarh,,21,2,0,2,0.154192,0,0,0,0
MIT_CSAIL,MIT_CSAIL,,25,1,0,1,0.019935,0,0,0,0
jsiwat,jsiwat,,10,2,0,2,0.072046,0,0,0,0
karachikhatmal,karachikhatmal,,27,1,0,1,0.004834,0,0,0,0
Salman_alodah,Salman_alodah,,13,1,0,1,0.011192,0,0,0,0
MaghrebiQM,MaghrebiQM,,25,10,63,73,0.258936,7,0.285028,0.328236,0.000589
_Phosphenia,_Phosphenia,,26,1,0,1,0.083867,0,0,0,0
zaheralali00,zaheralali00,,5,1,0,1,0.002808,0,0,0,0
joaska_,joaska_,,24,1,0,1,0.003412,0,0,0,0
turista_bintrav,turista_bintrav,,8,3,0,3,0.037355,0,0,0,0
schoremis1,schoremis1,,11,1,0,1,0.012813,0,0,0,0
fukuyamazigh,fukuyamazigh,,26,1,0,1,0.083867,0,0,0,0
North7878,North7878,,23,1,0,1,0.166677,0,0,0,0
sharethis,sharethis,,28,3,0,3,0.041947,0,0,0,0
dahmanijamal282,dahmanijamal282,,28,1,0,1,0.001721,0,0,0,0
KoliaDelesalle,KoliaDelesalle,,14,1,0,1,0.024734,0,0,0,0
c0n0fj1had4,c0n0fj1had4,,19,1,0,1,0.011101,0,0,0,0
DriftOne0080,DriftOne0080,,8,1,0,1,0.001721,0,0,0,0
MaghrebiQ,MaghrebiQ,,25,1,8,9,0.012813,1,1,1,0.000013
Barakacity,Barakacity,,20,1,0,1,0.006053,0,0,0,0
Toyota,Toyota,,2,1,0,1,0.001721,0,0,0,0
ibnaziz5,ibnaziz5,,22,1,0,1,0.004981,0,0,0,0
JettGoldsmith,JettGoldsmith,,21,1,0,1,0.070325,0,0,0,0
FrenchyMusliim,FrenchyMusliim,,26,1,0,1,0.083867,0,0,0,0
230_Muslimah_,230_Muslimah_,,2,1,0,1,0.001721,0,0,0,0
Richpie1804b,Richpie1804b,,25,1,0,1,0.002808,0,0,0,0
84isis__83,84isis__83,,21,1,0,1,0.002808,0,0,0,0
JFXM,JFXM,,26,1,0,1,0.083867,0,0,0,0
HanaAshtar1,HanaAshtar1,,9,2,0,2,0.005615,0,0,0,0
brett_mcgurk,brett_mcgurk,,7,2,0,2,0.257058,0,0,0,0
JobyWarrick,JobyWarrick,,11,1,0,1,0.012813,0,0,0,0
ahmmed111ahmmed,ahmmed111ahmmed,,17,1,0,1,0.001721,0,0,0,0
SaharaReporters,SaharaReporters,,26,1,0,1,0.083867,0,0,0,0
strugglinukht,strugglinukht,,20,1,0,1,0.006053,0,0,0,0
DarthPutinKGB,DarthPutinKGB,,26,1,0,1,0.083867,0,0,0,0
Milouse14,Milouse14,,26,1,0,1,0.083867,0,0,0,0
jj_IIj,jj_IIj,,22,1,0,1,0.004981,0,0,0,0
Ayy_Salafi,Ayy_Salafi,,8,1,0,1,0.002808,0,0,0,0
BintSaaand,BintSaaand,,28,1,0,1,0.003199,0,0,0,0
xnotanummyet,xnotanummyet,,14,1,0,1,0.029711,0,0,0,0
AbuMusafir33,AbuMusafir33,,13,4,0,4,0.033302,0,0,0,0
Aishah_16__,Aishah_16__,,2,1,0,1,0.001721,0,0,0,0
clarionproject,clarionproject,,13,2,0,2,0.050173,0,0,0,0
JohnJestohutur,JohnJestohutur,,13,2,0,2,0.12564,0,0,0,0
Ry159n,Ry159n,,8,1,0,1,0.002808,0,0,0,0
Uncle_SamCoco,Uncle_SamCoco,,26,15,627,642,0.500915,5,0.433602,0.559798,0.00672
imgur,imgur,,20,1,0,1,0.007386,0,0,0,0
Martin_Kramer,Martin_Kramer,,11,1,0,1,0.012813,0,0,0,0
Macqall,Macqall,,13,1,0,1,0.011192,0,0,0,0
nbcnewyork,nbcnewyork,,9,1,0,1,0.002808,0,0,0,0
kovandire,kovandire,,23,1,0,1,0.166677,0,0,0,0
ibneaadam_,ibneaadam_,,27,1,0,1,0.004834,0,0,0,0
mustafaklash45,mustafaklash45,,20,1,0,1,0.007386,0,0,0,0
undead_baan,undead_baan,,26,1,0,1,0.083867,0,0,0,0
LlamameIshmael,LlamameIshmael,,21,1,0,1,0.070325,0,0,0,0
SaqrQaa3d_,SaqrQaa3d_,,19,1,0,1,0.011101,0,0,0,0
Fr33_M9nd,Fr33_M9nd,,13,1,0,1,0.001721,0,0,0,0
chris1reuters,chris1reuters,,24,1,0,1,0.003412,0,0,0,0
UK_CAGE,UK_CAGE,,19,2,0,2,0.088858,0,0,0,0
_qariban,_qariban,,27,1,0,1,0.004834,0,0,0,0
putrisyarqy17,putrisyarqy17,,28,1,0,1,0.003199,0,0,0,0
tweetsintheME,tweetsintheME,,26,1,0,1,0.083867,0,0,0,0
News_Executive,News_Executive,,8,5,0,5,0.073176,0,0,0,0
ibnquds122,ibnquds122,,2,1,0,1,0.001721,0,0,0,0
channelislam,channelislam,,24,1,0,1,0.003412,0,0,0,0
imkishorkp,imkishorkp,,27,1,0,1,0.004834,0,0,0,0
mustaklash60,mustaklash60,,21,5,0,5,0.171576,0,0,0,0
MiddleEastMnt,MiddleEastMnt,,20,2,0,2,0.08702,0,0,0,0
zarqawi_reqqa24,zarqawi_reqqa24,,17,1,0,1,0.004459,0,0,0,0
MaghrebiWM,MaghrebiWM,,14,5,40,45,0.137682,6,0.315095,0.366609,0.000381
mubasherlucman,mubasherlucman,,17,1,0,1,0.001721,0,0,0,0
CdvdvgbjgZz,CdvdvgbjgZz,,17,1,0,1,0.003894,0,0,0,0
JadBantha,JadBantha,,26,1,0,1,0.083867,0,0,0,0
CairoReview,CairoReview,,8,1,0,1,0.001721,0,0,0,0
michaeldweiss,michaeldweiss,,8,5,0,5,0.272721,0,0,0,0
WaelEssam77,WaelEssam77,,21,2,0,2,0.237002,0,0,0,0
JZarif,JZarif,,23,1,0,1,0.166677,0,0,0,0
Kashmiri6666,Kashmiri6666,,20,1,0,1,0.003153,0,0,0,0
M3t4_tr0n,M3t4_tr0n,,19,2,0,2,0.108465,0,0,0,0
studiescenter,studiescenter,,27,1,0,1,0.004834,0,0,0,0
IbrahiemAwwad4,IbrahiemAwwad4,,20,1,0,1,0.004386,0,0,0,0
USEmbBaghdad,USEmbBaghdad,,13,1,0,1,0.011192,0,0,0,0
IS_ebooks_2016,IS_ebooks_2016,,19,1,0,1,0.011101,0,0,0,0
KcudEmal,KcudEmal,,23,1,0,1,0.166677,0,0,0,0
skxx82x,skxx82x,,3,1,0,1,0.001721,0,0,0,0
PSchwartzstein,PSchwartzstein,,23,1,0,1,0.166677,0,0,0,0
hxhassan,hxhassan,,27,8,0,8,0.221926,0,0,0,0
waroflegends1,waroflegends1,,13,4,0,4,0.081886,0,0,0,0
faisalaljamayki,faisalaljamayki,,8,3,0,3,0.011914,0,0,0,0
TRefugees5,TRefugees5,,2,2,0,2,0.003442,0,0,0,0
LeWolfCzU,LeWolfCzU,,9,1,0,1,0.002808,0,0,0,0
_Faysal,_Faysal,,8,1,0,1,0.002808,0,0,0,0
JamalMOsman,JamalMOsman,,27,1,0,1,0.007033,0,0,0,0
SyriansRISE_UP,SyriansRISE_UP,,26,1,0,1,0.083867,0,0,0,0
asapmafia_,asapmafia_,,27,1,0,1,0.004834,0,0,0,0
minut_lover,minut_lover,,21,1,0,1,0.070325,0,0,0,0
Annabbii,Annabbii,,26,1,0,1,0.083867,0,0,0,0
_IshfaqAhmad,_IshfaqAhmad,,27,2,197,199,0.012651,5,0.354246,0.413823,0.001125
Hasan6ali,Hasan6ali,,13,3,0,3,0.114042,0,0,0,0
nasirjamshed_,nasirjamshed_,,27,1,0,1,0.004834,0,0,0,0
yabiladi_maroc,yabiladi_maroc,,11,1,0,1,0.012813,0,0,0,0
BarakMendelsohn,BarakMendelsohn,,25,1,0,1,0.002808,0,0,0,0
DonKlericuzio,DonKlericuzio,,7,1,0,1,0.090381,0,0,0,0
zuzamikulova,zuzamikulova,,7,1,0,1,0.090381,0,0,0,0
snuggledrip,snuggledrip,,21,1,0,1,0.070325,0,0,0,0
SearcherV,SearcherV,,13,2,0,2,0.049327,0,0,0,0
Qital_Muhajir,Qital_Muhajir,,2,1,0,1,0.002567,0,0,0,0
almightyzuril,almightyzuril,,21,1,0,1,0.070325,0,0,0,0
Hamosh84,Hamosh84,,25,1,0,1,0.002808,0,0,0,0
raed_alliby,raed_alliby,,13,1,0,1,0.037914,0,0,0,0
_croxetti_,_croxetti_,,15,1,0,1,0.001721,0,0,0,0
yohjiarmstrong,yohjiarmstrong,,19,1,0,1,0.012905,0,0,0,0
Lex65242605,Lex65242605,,2,1,0,1,0.001721,0,0,0,0
Brun,Brun,,13,1,0,1,0.001721,0,0,0,0
abe123_ad,abe123_ad,,17,1,0,1,0.004459,0,0,0,0
twdwln,twdwln,,13,7,0,7,0.246286,0,0,0,0
amaat_allah_112,amaat_allah_112,,5,1,0,1,0.001721,0,0,0,0
Barzani_HN,Barzani_HN,,7,1,0,1,0.090381,0,0,0,0
HanifJWilliams,HanifJWilliams,,24,1,0,1,0.003412,0,0,0,0
aadawii21,aadawii21,,27,1,0,1,0.004834,0,0,0,0
ahmadmusajibril,ahmadmusajibril,,17,3,0,3,0.009363,0,0,0,0
FranTownsend,FranTownsend,,11,1,0,1,0.012813,0,0,0,0
BezouhMalik,BezouhMalik,,26,1,0,1,0.083867,0,0,0,0
souriaX,souriaX,,14,1,0,1,0.024734,0,0,0,0
mfa_russia,mfa_russia,,26,1,0,1,0.083867,0,0,0,0
manjanik_news,manjanik_news,,2,1,0,1,0.002567,0,0,0,0
abubakrmuwahid,abubakrmuwahid,,5,1,0,1,0.001721,0,0,0,0
KafHaYaAinShad_,KafHaYaAinShad_,,20,1,0,1,0.003153,0,0,0,0
BaxtiyarGoran,BaxtiyarGoran,,21,1,0,1,0.070325,0,0,0,0
airwars_,airwars_,,21,1,0,1,0.070325,0,0,0,0
ferdddaws,ferdddaws,,14,1,0,1,0.029711,0,0,0,0
obretix,obretix,,13,1,0,1,0.011192,0,0,0,0
Mystiq11,Mystiq11,,23,1,0,1,0.166677,0,0,0,0
hajar_cantlie,hajar_cantlie,,25,2,0,2,0.004529,0,0,0,0
DaeshiTweep,DaeshiTweep,,17,1,0,1,0.001721,0,0,0,0
Emerat_AQ_islam,Emerat_AQ_islam,,10,1,0,1,0.001721,0,0,0,0
BintAlEnezi,BintAlEnezi,,20,1,0,1,0.006053,0,0,0,0
ahmadalanssari4,ahmadalanssari4,,3,1,0,1,0.001721,0,0,0,0
TalibItaali,TalibItaali,,14,2,0,2,0.029712,0,0,0,0
AboHafsaKuwaiti,AboHafsaKuwaiti,,13,3,0,3,0.080793,0,0,0,0
ibn_nuhas,ibn_nuhas,,5,1,0,1,0.002808,0,0,0,0
TRENDlNG___NEWS,TRENDlNG___NEWS,,21,1,0,1,0.070325,0,0,0,0
CITeam_en,CITeam_en,,21,1,0,1,0.070325,0,0,0,0
the_intercept,the_intercept,,25,3,0,3,0.198749,0,0,0,0
islamarmy05,islamarmy05,,7,1,0,1,0.090381,0,0,0,0
mustho,mustho,,6,1,0,1,0.033913,0,0,0,0
DanScavino,DanScavino,,11,1,0,1,0.012813,0,0,0,0
abutariq037,abutariq037,,22,1,0,1,0.004981,0,0,0,0
OzWitness56,OzWitness56,,20,1,0,1,0.003153,0,0,0,0
goatdealer,goatdealer,,23,1,0,1,0.166677,0,0,0,0
iMrBhachu,iMrBhachu,,8,1,0,1,0.001721,0,0,0,0
NaserElHaqq,NaserElHaqq,,21,2,0,2,0.080371,0,0,0,0
Kushrenada_NL,Kushrenada_NL,,15,1,0,1,0.002808,0,0,0,0
farsmoltm,farsmoltm,,3,1,0,1,0.002808,0,0,0,0
RosannaMrtnz,RosannaMrtnz,,11,1,0,1,0.012813,0,0,0,0
ofpurereason,ofpurereason,,26,1,0,1,0.083867,0,0,0,0
StategeAnalyst,StategeAnalyst,,26,1,0,1,0.083867,0,0,0,0
omashkavash16,omashkavash16,,3,4,0,4,0.088512,0,0,0,0
LanaDeKroft,LanaDeKroft,,26,1,0,1,0.083867,0,0,0,0
IkhwanSyriaEn,IkhwanSyriaEn,,24,1,0,1,0.003412,0,0,0,0
Alamet0,Alamet0,,24,1,0,1,0.003412,0,0,0,0
sam_samson20,sam_samson20,,2,1,0,1,0.002567,0,0,0,0
DriftOne127,DriftOne127,,17,1,0,1,0.003894,0,0,0,0
KyleWOrton,KyleWOrton,,7,3,0,3,0.244573,0,0,0,0
War__Tracker,War__Tracker,,15,1,0,1,0.002808,0,0,0,0
4peace_sham,4peace_sham,,19,1,0,1,0.011101,0,0,0,0
tomas_shelby8,tomas_shelby8,,23,1,0,1,0.166677,0,0,0,0
madaddawlah,madaddawlah,,8,1,0,1,0.001721,0,0,0,0
salill94,salill94,,24,1,0,1,0.003412,0,0,0,0
RK_U2,RK_U2,,8,1,0,1,0.001721,0,0,0,0
nikkijfox,nikkijfox,,17,1,0,1,0.001721,0,0,0,0
Jazrawi_Alrai,Jazrawi_Alrai,,2,2,0,2,0.01538,0,0,0,0
iAC90,iAC90,,20,1,0,1,0.004386,0,0,0,0
kafirkaty,kafirkaty,,9,1,0,1,0.002808,0,0,0,0
AylinaKilic,AylinaKilic,,13,1,0,1,0.001721,0,0,0,0
From_iraqi86,From_iraqi86,,13,1,0,1,0.046761,0,0,0,0
AbouHamaam,AbouHamaam,,11,1,0,1,0.012813,0,0,0,0
PalmyraPioneer,PalmyraPioneer,,25,9,0,9,0.467279,0,0,0,0
doammuslims,doammuslims,,15,3,0,3,0.038442,0,0,0,0
lensdimashqi,lensdimashqi,,23,1,0,1,0.166677,0,0,0,0
ShamiBr,ShamiBr,,2,1,0,1,0.001721,0,0,0,0
Mu_Ha_Mad,Mu_Ha_Mad,,26,1,0,1,0.083867,0,0,0,0
AbuJamajem,AbuJamajem,,20,1,0,1,0.013988,0,0,0,0
Marwan____Tunsi,Marwan____Tunsi,,11,1,0,1,0.012813,0,0,0,0
Adamha0,Adamha0,,6,2,0,2,0.104238,0,0,0,0
jhfvdh105,jhfvdh105,,20,3,0,3,0.188051,0,0,0,0
erozenn,erozenn,,20,1,0,1,0.006053,0,0,0,0
Sputnik_Not,Sputnik_Not,,24,1,0,1,0.003412,0,0,0,0
__Yojimbo__,__Yojimbo__,,7,1,0,1,0.090381,0,0,0,0
E2slam,E2slam,,23,1,0,1,0.166677,0,0,0,0
Mindv1sion,Mindv1sion,,11,1,0,1,0.012813,0,0,0,0
alooola_alooola,alooola_alooola,,17,1,0,1,0.004459,0,0,0,0
m16_hamza,m16_hamza,,14,1,0,1,0.024877,0,0,0,0
IttaqillahYaAbd,IttaqillahYaAbd,,20,1,0,1,0.003153,0,0,0,0
rien4djri,rien4djri,,24,1,0,1,0.003412,0,0,0,0
KhasievSuleiman,KhasievSuleiman,,23,1,0,1,0.166677,0,0,0,0
OLiIIy,OLiIIy,,20,1,0,1,0.003153,0,0,0,0
Fouadhallak89,Fouadhallak89,,23,1,0,1,0.166677,0,0,0,0
abubakraliraqi_,abubakraliraqi_,,8,2,0,2,0.011767,0,0,0,0
Palm,Palm,,24,1,0,1,0.003412,0,0,0,0
ImranTawheed8,ImranTawheed8,,8,2,0,2,0.004529,0,0,0,0
MaghrebiWS4,MaghrebiWS4,,26,1,0,1,0.083867,0,0,0,0
DanDuva1,DanDuva1,,25,2,0,2,0.114882,0,0,0,0
sayed_ridha,sayed_ridha,,21,10,0,10,0.319478,0,0,0,0
EnsarMuhacir11,EnsarMuhacir11,,20,1,0,1,0.004386,0,0,0,0
bonniekipperman,bonniekipperman,,26,1,0,1,0.083867,0,0,0,0
protawheed__,protawheed__,,8,1,0,1,0.001721,0,0,0,0
SyriaCivilDef,SyriaCivilDef,,23,2,0,2,0.250544,0,0,0,0
khalidgajanfar,khalidgajanfar,,27,1,0,1,0.007543,0,0,0,0
ThatCoffeeTho,ThatCoffeeTho,,13,5,0,5,0.165752,0,0,0,0
hhdfry2,hhdfry2,,22,1,0,1,0.004981,0,0,0,0
qatilya_mujahid,qatilya_mujahid,,9,1,0,1,0.002808,0,0,0,0
abooanonymous,abooanonymous,,27,1,0,1,0.004834,0,0,0,0
khawarijcrucifi,khawarijcrucifi,,10,1,0,1,0.001721,0,0,0,0
Sabiq_KDR,Sabiq_KDR,,24,1,0,1,0.003412,0,0,0,0
BBassem7,BBassem7,,3,2,0,2,0.005133,0,0,0,0
timesofindia,timesofindia,,27,1,0,1,0.004834,0,0,0,0
GeomrJoe,GeomrJoe,,19,1,0,1,0.047836,0,0,0,0
AllahuAkbar59,AllahuAkbar59,,26,1,0,1,0.083867,0,0,0,0
subgraph,subgraph,,21,1,0,1,0.070325,0,0,0,0
ZuriLinetsky,ZuriLinetsky,,11,1,0,1,0.012813,0,0,0,0
PiccoloDaimaoJr,PiccoloDaimaoJr,,9,1,0,1,0.002808,0,0,0,0
josephfcox,josephfcox,,25,1,0,1,0.019935,0,0,0,0
Ratman198556Www,Ratman198556Www,,23,1,0,1,0.166677,0,0,0,0
Tunsi___Marwan,Tunsi___Marwan,,23,1,0,1,0.166677,0,0,0,0
samahsoula,samahsoula,,26,1,0,1,0.083867,0,0,0,0
ClassiAtassi,ClassiAtassi,,26,1,0,1,0.083867,0,0,0,0
i24NEWS_EN,i24NEWS_EN,,26,1,0,1,0.083867,0,0,0,0
imtiazislamkhan,imtiazislamkhan,,28,1,0,1,0.003199,0,0,0,0
maisaraghereeb,maisaraghereeb,,3,1,11,12,0.002808,7,0.250432,0.284823,0
Safety,Safety,,11,1,0,1,0.012813,0,0,0,0
JRochedy,JRochedy,,7,1,0,1,0.090381,0,0,0,0
idntylltbh,idntylltbh,,26,1,0,1,0.083867,0,0,0,0
haqseaker,haqseaker,,28,3,0,3,0.029133,0,0,0,0
rheeq_again1966,rheeq_again1966,,22,1,0,1,0.004981,0,0,0,0
erhabii41,erhabii41,,13,2,0,2,0.059857,0,0,0,0
Adxm82,Adxm82,,13,2,0,2,0.091767,0,0,0,0
MhzBnt,MhzBnt,,2,0,30,30,0,1,1,1,0
MiddleEastInst,MiddleEastInst,,26,1,0,1,0.083867,0,0,0,0
OzWitness50,OzWitness50,,20,1,0,1,0.003153,0,0,0,0
MuslimPrisoners,MuslimPrisoners,,3,11,0,11,0.08603,0,0,0,0
sparksofirhabi5,sparksofirhabi5,,8,3,0,3,0.070089,0,0,0,0
fifacom_ar,fifacom_ar,,15,1,0,1,0.001721,0,0,0,0
Juietalopez2,Juietalopez2,,13,1,0,1,0.041773,0,0,0,0
colebunzel,colebunzel,,24,3,0,3,0.084929,0,0,0,0
abu_yusef90,abu_yusef90,,3,1,0,1,0.001721,0,0,0,0
Dhul_Qarnayn1,Dhul_Qarnayn1,,23,1,0,1,0.021171,0,0,0,0
Nussaibah,Nussaibah,,7,1,0,1,0.090381,0,0,0,0
Abduhark,Abduhark,,10,8,0,8,0.476762,0,0,0,0
4_8_1437,4_8_1437,,29,1,0,1,0.002808,0,0,0,0
France24_en,France24_en,,7,1,0,1,0.090381,0,0,0,0
medicaldaily,medicaldaily,,6,1,0,1,0.033913,0,0,0,0
Abu277H,Abu277H,,8,1,0,1,0.001721,0,0,0,0
Nayes102,Nayes102,,26,1,0,1,0.083867,0,0,0,0
haqqvbaatil79,haqqvbaatil79,,22,1,0,1,0.004981,0,0,0,0
M_Seloom,M_Seloom,,7,4,0,4,0.296659,0,0,0,0
wordsburning,wordsburning,,25,2,0,2,0.110333,0,0,0,0
IsabatuBaghdadi,IsabatuBaghdadi,,5,1,0,1,0.002808,0,0,0,0
jack,jack,,23,1,0,1,0.166677,0,0,0,0
FarahMaalimM,FarahMaalimM,,13,1,0,1,0.037914,0,0,0,0
wayf44rer16,wayf44rer16,,28,1,0,1,0.003199,0,0,0,0
marwantuns_i,marwantuns_i,,13,2,0,2,0.059574,0,0,0,0
Jazrawi_Joulan,Jazrawi_Joulan,,19,9,12,21,0.280554,2,0.657143,0.73913,0.000033
MoonbeamMelly,MoonbeamMelly,,26,1,0,1,0.083867,0,0,0,0
BenedictioTuco,BenedictioTuco,,26,1,0,1,0.083867,0,0,0,0
hajar_cantlie01,hajar_cantlie01,,22,1,0,1,0.004981,0,0,0,0
FlashpointIntel,FlashpointIntel,,25,1,0,1,0.019935,0,0,0,0
PegELakeOzark,PegELakeOzark,,11,1,0,1,0.012813,0,0,0,0
AmalSaher,AmalSaher,,26,1,0,1,0.083867,0,0,0,0
Witness_alHaqq,Witness_alHaqq,,8,0,36,36,0,5,0.330878,0.360766,0
UmangBen,UmangBen,,3,1,0,1,0.001721,0,0,0,0
B1nt88R0ses,B1nt88R0ses,,13,1,0,1,0.06556,0,0,0,0
HijrahWitness,HijrahWitness,,19,2,0,2,0.029635,0,0,0,0
Pappii5,Pappii5,,9,1,0,1,0.002808,0,0,0,0
FrenchyMusliiim,FrenchyMusliiim,,26,1,0,1,0.083867,0,0,0,0
OmarKhattabHar2,OmarKhattabHar2,,22,1,0,1,0.004981,0,0,0,0
freeOurSisters1,freeOurSisters1,,3,3,0,3,0.041688,0,0,0,0
snhr,snhr,,19,1,0,1,0.018083,0,0,0,0
