Id,Label,timeset,modularity_class,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
al_7aleem,al_7aleem,,23,1,0,1,0.166677,0,0,0,0
Qabdoow2016,Qabdoow2016,,3,1,0,1,0.001721,0,0,0,0
hafsalionne1,hafsalionne1,,22,2,0,2,0.004529,0,0,0,0
MintPressNews,MintPressNews,,21,1,0,1,0.070325,0,0,0,0
alamreeki4,alamreeki4,,22,0,44,44,0,6,0.317684,0.365584,0
nidalgazaui,nidalgazaui,,2,1,0,1,0.001721,0,0,0,0
Jazrawi_Idlib,Jazrawi_Idlib,,21,4,0,4,0.10571,0,0,0,0
monty3444,monty3444,,11,1,0,1,0.012813,0,0,0,0
UmmLina96,UmmLina96,,17,1,0,1,0.003894,0,0,0,0
_Muslimah_007,_Muslimah_007,,25,1,0,1,0.001721,0,0,0,0
ah154m,ah154m,,23,1,0,1,0.166677,0,0,0,0
YusuF_69812335,YusuF_69812335,,23,1,0,1,0.166677,0,0,0,0
zwystone,zwystone,,23,1,0,1,0.166677,0,0,0,0
masrour_barzani,masrour_barzani,,11,1,0,1,0.012813,0,0,0,0
Telegraph,Telegraph,,6,1,0,1,0.033913,0,0,0,0
Blackened22,Blackened22,,26,1,0,1,0.083867,0,0,0,0
ibnquds2323,ibnquds2323,,2,1,0,1,0.001721,0,0,0,0
markito0171,markito0171,,15,17,0,17,0.720027,0,0,0,0
Ibn4Nor6,Ibn4Nor6,,19,1,0,1,0.018533,0,0,0,0
ValerioDeC,ValerioDeC,,3,1,0,1,0.001721,0,0,0,0
jond_aqsa7,jond_aqsa7,,10,1,0,1,0.001721,0,0,0,0
ShabirMaiwand,ShabirMaiwand,,10,1,0,1,0.001721,0,0,0,0
AnakSabil08,AnakSabil08,,9,1,0,1,0.002808,0,0,0,0
TBowmanNPR,TBowmanNPR,,26,1,0,1,0.083867,0,0,0,0
ALAMAWI,ALAMAWI,,7,1,0,1,0.090381,0,0,0,0
Aswed_Flags,Aswed_Flags,,8,6,0,6,0.364718,0,0,0,0
Cairo67Unedited,Cairo67Unedited,,26,1,0,1,0.083867,0,0,0,0
K_JG1992,K_JG1992,,5,1,0,1,0.001721,0,0,0,0
MarwanDZ92,MarwanDZ92,,26,1,0,1,0.083867,0,0,0,0
RT_Erdogan,RT_Erdogan,,7,1,0,1,0.090381,0,0,0,0
O_Elhady,O_Elhady,,26,1,0,1,0.083867,0,0,0,0
RussianEmbassy,RussianEmbassy,,26,1,0,1,0.083867,0,0,0,0
Ms_WhiteKitten_,Ms_WhiteKitten_,,28,1,0,1,0.003199,0,0,0,0
zzzzxx00,zzzzxx00,,23,1,0,1,0.166677,0,0,0,0
ro34th,ro34th,,13,0,95,95,0,6,0.337355,0.403115,0
abdulkerimtok,abdulkerimtok,,23,1,0,1,0.166677,0,0,0,0
KoriSchake,KoriSchake,,11,1,0,1,0.012813,0,0,0,0
AlMuwahideen,AlMuwahideen,,2,1,0,1,0.001721,0,0,0,0
nwarikoo,nwarikoo,,24,1,0,1,0.003412,0,0,0,0
SS_HTPK,SS_HTPK,,6,1,0,1,0.033913,0,0,0,0
DOCTORATLARGE,DOCTORATLARGE,,27,1,0,1,0.004834,0,0,0,0
abyasun,abyasun,,7,1,0,1,0.090381,0,0,0,0
bott1757hfn,bott1757hfn,,23,1,0,1,0.166677,0,0,0,0
Scholarsofhaq75,Scholarsofhaq75,,20,3,0,3,0.014041,0,0,0,0
jolaybib1354,jolaybib1354,,23,1,0,1,0.166677,0,0,0,0
wilayah_tw,wilayah_tw,,20,1,0,1,0.003153,0,0,0,0
AbuAnonymous,AbuAnonymous,,25,1,0,1,0.002808,0,0,0,0
AbuUmarTunisi2,AbuUmarTunisi2,,21,1,0,1,0.002808,0,0,0,0
SafiyaAlfaris,SafiyaAlfaris,,24,1,0,1,0.003412,0,0,0,0
CheerLeadUnited,CheerLeadUnited,,10,1,0,1,0.001721,0,0,0,0
ZawjatuAP,ZawjatuAP,,11,1,0,1,0.012813,0,0,0,0
cyrilrtour,cyrilrtour,,26,1,0,1,0.083867,0,0,0,0
MouradTeyeb,MouradTeyeb,,15,1,0,1,0.001721,0,0,0,0
FoxNews,FoxNews,,6,2,0,2,0.11778,0,0,0,0
Ummamira19th,Ummamira19th,,15,1,0,1,0.001721,0,0,0,0
HamdiHassan1,HamdiHassan1,,24,1,0,1,0.003412,0,0,0,0
Alhamdhulillaah,Alhamdhulillaah,,3,3,0,3,0.010582,0,0,0,0
44Ibn,44Ibn,,9,1,0,1,0.002808,0,0,0,0
muftitaqiusmani,muftitaqiusmani,,27,1,0,1,0.004834,0,0,0,0
JanJansenBeast,JanJansenBeast,,26,1,0,1,0.083867,0,0,0,0
Umm_Arbi,Umm_Arbi,,19,1,0,1,0.018083,0,0,0,0
06kill56,06kill56,,4,1,0,1,0.001721,0,0,0,0
battle_monitor,battle_monitor,,7,1,0,1,0.090381,0,0,0,0
wail75p,wail75p,,26,1,0,1,0.083867,0,0,0,0
lemondefr,lemondefr,,26,1,0,1,0.083867,0,0,0,0
EjmAlrai,EjmAlrai,,5,5,0,5,0.094615,0,0,0,0
DMIS_1U,DMIS_1U,,10,1,0,1,0.001721,0,0,0,0
abhalmal_20,abhalmal_20,,21,1,0,1,0.070325,0,0,0,0
_0salih_o,_0salih_o,,23,1,0,1,0.166677,0,0,0,0
J_Eielamiya5,J_Eielamiya5,,28,1,0,1,0.003199,0,0,0,0
A7706244780A,A7706244780A,,9,1,0,1,0.002808,0,0,0,0
Adamqamish3,Adamqamish3,,13,1,0,1,0.046761,0,0,0,0
BadBoyTerrorist,BadBoyTerrorist,,21,2,0,2,0.154192,0,0,0,0
seifulmaslul123,seifulmaslul123,,10,1,0,1,0.001721,0,0,0,0
TheVoiceKashmir,TheVoiceKashmir,,24,1,0,1,0.003412,0,0,0,0
Zeropoint164,Zeropoint164,,3,1,0,1,0.002808,0,0,0,0
RoyalWinj,RoyalWinj,,13,3,0,3,0.150999,0,0,0,0
EyesOnConflict,EyesOnConflict,,21,1,0,1,0.070325,0,0,0,0
JihadmalSabiq,JihadmalSabiq,,24,1,0,1,0.003412,0,0,0,0
BENDOVERFAM,BENDOVERFAM,,8,1,0,1,0.007879,0,0,0,0
clarissaward,clarissaward,,20,1,0,1,0.007386,0,0,0,0
UmmLina111,UmmLina111,,22,1,0,1,0.004981,0,0,0,0
abdelovitch,abdelovitch,,26,1,0,1,0.083867,0,0,0,0
omashkavash14,omashkavash14,,28,1,0,1,0.003199,0,0,0,0
nzayed07,nzayed07,,20,1,0,1,0.003153,0,0,0,0
freelance_112,freelance_112,,13,6,12,18,0.156725,1,1,1,0.00003
iets451,iets451,,7,1,0,1,0.090381,0,0,0,0
novelacorta,novelacorta,,26,1,0,1,0.083867,0,0,0,0
vali_nasr,vali_nasr,,27,2,0,2,0.020356,0,0,0,0
usme71,usme71,,2,3,0,3,0.17181,0,0,0,0
Trxknsi,Trxknsi,,13,2,0,2,0.112321,0,0,0,0
thisisgulsah,thisisgulsah,,2,1,0,1,0.001721,0,0,0,0
IbnInnocence,IbnInnocence,,26,1,0,1,0.083867,0,0,0,0
AbuMuounir,AbuMuounir,,19,1,0,1,0.012905,0,0,0,0
Tayyxb,Tayyxb,,8,1,0,1,0.001721,0,0,0,0
hajar_cantlie02,hajar_cantlie02,,8,2,0,2,0.006702,0,0,0,0
Quickieleaks,Quickieleaks,,21,1,0,1,0.070325,0,0,0,0
Remy8289,Remy8289,,19,3,0,3,0.119882,0,0,0,0
abuhumayra4,abuhumayra4,,20,1,90,91,0.024877,5,0.3385,0.37396,0.000808
amer_deghayes,amer_deghayes,,10,1,0,1,0.001721,0,0,0,0
AfarinMamosta,AfarinMamosta,,7,2,0,2,0.332314,0,0,0,0
TruthRev113,TruthRev113,,17,3,0,3,0.007095,0,0,0,0
AJENews,AJENews,,27,15,0,15,0.522149,0,0,0,0
Nefro_Sabratha,Nefro_Sabratha,,14,1,0,1,0.024734,0,0,0,0
striv3rer,striv3rer,,8,3,0,3,0.076545,0,0,0,0
RenaNetjes,RenaNetjes,,26,1,0,1,0.083867,0,0,0,0
Ayyash051,Ayyash051,,19,1,0,1,0.011101,0,0,0,0
GND_aqsa,GND_aqsa,,25,1,0,1,0.044557,0,0,0,0
rburton,rburton,,27,1,0,1,0.007033,0,0,0,0
AChristieMiller,AChristieMiller,,23,1,0,1,0.166677,0,0,0,0
hassanator_,hassanator_,,27,1,0,1,0.004834,0,0,0,0
BosnianWitnes15,BosnianWitnes15,,20,2,0,2,0.009206,0,0,0,0
sshx_m,sshx_m,,28,1,0,1,0.003199,0,0,0,0
GhazwatWitness,GhazwatWitness,,11,1,0,1,0.012813,0,0,0,0
FreddieOskar,FreddieOskar,,23,1,0,1,0.166677,0,0,0,0
Anonish66,Anonish66,,17,1,0,1,0.003894,0,0,0,0
SlemaniTimes,SlemaniTimes,,25,1,0,1,0.019935,0,0,0,0
IslamIs4all,IslamIs4all,,17,2,0,2,0.004529,0,0,0,0
cloaked_one,cloaked_one,,21,1,0,1,0.005617,0,0,0,0
xxvvvxxxxxxxx,xxvvvxxxxxxxx,,20,6,0,6,0.270938,0,0,0,0
7_Tahona,7_Tahona,,25,1,0,1,0.026466,0,0,0,0
Sam76429815,Sam76429815,,21,1,0,1,0.002808,0,0,0,0
BotJohnsons,BotJohnsons,,21,1,0,1,0.010046,0,0,0,0
striv3rx,striv3rx,,6,2,0,2,0.080674,0,0,0,0
ummu_hurayrah__,ummu_hurayrah__,,9,1,0,1,0.002808,0,0,0,0
rabiih,rabiih,,7,2,0,2,0.103194,0,0,0,0
a714149,a714149,,13,1,0,1,0.06556,0,0,0,0
Ashikhan251,Ashikhan251,,24,1,0,1,0.003412,0,0,0,0
BalkanNewsbeat,BalkanNewsbeat,,24,1,0,1,0.003412,0,0,0,0
SandKhilafah,SandKhilafah,,8,2,0,2,0.005133,0,0,0,0
saflaher,saflaher,,20,1,0,1,0.003153,0,0,0,0
MmssNssj,MmssNssj,,21,1,0,1,0.070325,0,0,0,0
G00_00_0aL,G00_00_0aL,,8,1,0,1,0.002808,0,0,0,0
johnny_pineiro,johnny_pineiro,,13,1,0,1,0.001721,0,0,0,0
Jazrawi_Ankara,Jazrawi_Ankara,,20,1,0,1,0.007386,0,0,0,0
ghnimah2,ghnimah2,,22,1,0,1,0.004981,0,0,0,0
UmmLina88,UmmLina88,,13,1,0,1,0.046761,0,0,0,0
lion_faisal,lion_faisal,,27,10,0,10,0.118601,0,0,0,0
1Dawlah_III,1Dawlah_III,,25,2,0,2,0.023088,0,0,0,0
ihazcandy,ihazcandy,,19,1,0,1,0.018083,0,0,0,0
rtm_zoom,rtm_zoom,,13,1,0,1,0.046761,0,0,0,0
Abdsayf971,Abdsayf971,,14,1,0,1,0.024877,0,0,0,0
aboomar77432,aboomar77432,,5,1,0,1,0.001721,0,0,0,0
LevantineWD,LevantineWD,,26,1,0,1,0.083867,0,0,0,0
kasimf,kasimf,,15,4,0,4,0.261978,0,0,0,0
ReutersUK,ReutersUK,,6,1,0,1,0.033913,0,0,0,0
khilafahlover1,khilafahlover1,,8,1,0,1,0.002808,0,0,0,0
n_54977621,n_54977621,,20,1,0,1,0.006053,0,0,0,0
Jazrawi_Sham,Jazrawi_Sham,,19,2,0,2,0.016317,0,0,0,0
grezz10,grezz10,,15,0,15,15,0,7,0.251163,0.286849,0
BBC,BBC,,20,1,0,1,0.003153,0,0,0,0
jdanteff,jdanteff,,13,1,0,1,0.001721,0,0,0,0
wwayf44rer,wwayf44rer,,27,5,0,5,0.095555,0,0,0,0
BeniUmmaya,BeniUmmaya,,26,1,0,1,0.083867,0,0,0,0
28Abu2H,28Abu2H,,16,1,0,1,0.001721,0,0,0,0
ajaltamimi,ajaltamimi,,13,6,0,6,0.372623,0,0,0,0
OncleZouhair,OncleZouhair,,26,1,0,1,0.083867,0,0,0,0
ansdawlaah,ansdawlaah,,21,1,0,1,0.070325,0,0,0,0
_lionessNaS1ha,_lionessNaS1ha,,2,1,0,1,0.001721,0,0,0,0
GIJVEli,GIJVEli,,13,1,0,1,0.001721,0,0,0,0
hadithday,hadithday,,8,1,0,1,0.001721,0,0,0,0
malle111elf,malle111elf,,20,2,0,2,0.026801,0,0,0,0
khaledldn,khaledldn,,8,1,0,1,0.001721,0,0,0,0
GodlessHussar,GodlessHussar,,11,1,0,1,0.012813,0,0,0,0
Suspend_Me_fags,Suspend_Me_fags,,17,2,25,27,0.005615,9,0.188374,0.213773,0.000003
dailycaller,dailycaller,,11,1,0,1,0.012813,0,0,0,0
en,en,,18,1,1,2,0.002808,0,0,0,0
larrykim,larrykim,,27,1,0,1,0.007543,0,0,0,0
Daudoo,Daudoo,,8,9,0,9,0.217158,0,0,0,0
NikoRe_,NikoRe_,,8,2,0,2,0.003442,0,0,0,0
KenRoth,KenRoth,,2,4,0,4,0.167261,0,0,0,0
algutah1991,algutah1991,,3,1,0,1,0.001721,0,0,0,0
Chris1966,Chris1966,,23,1,0,1,0.166677,0,0,0,0
AlKuurdi,AlKuurdi,,26,1,0,1,0.083867,0,0,0,0
ansardeenfront,ansardeenfront,,10,1,0,1,0.001721,0,0,0,0
iomgbfvdvdcsc,iomgbfvdvdcsc,,17,3,0,3,0.010074,0,0,0,0
QueenRania,QueenRania,,26,1,0,1,0.083867,0,0,0,0
Aziz_Sham2,Aziz_Sham2,,25,1,0,1,0.044557,0,0,0,0
SalaktuTariqi_,SalaktuTariqi_,,20,2,0,2,0.051943,0,0,0,0
DanieleRaineri,DanieleRaineri,,19,10,0,10,0.427688,0,0,0,0
thomasjoscelyn,thomasjoscelyn,,25,3,0,3,0.118294,0,0,0,0
FRANCE24,FRANCE24,,24,2,0,2,0.087279,0,0,0,0
abotalut4,abotalut4,,20,3,0,3,0.173242,0,0,0,0
KuwaitiKabsa,KuwaitiKabsa,,20,1,0,1,0.007386,0,0,0,0
ArabCenter_en,ArabCenter_en,,14,1,0,1,0.024877,0,0,0,0
Anak_Sabil10,Anak_Sabil10,,22,2,0,2,0.006702,0,0,0,0
DivaKnevil,DivaKnevil,,24,1,0,1,0.003412,0,0,0,0
KawlF,KawlF,,13,1,0,1,0.037914,0,0,0,0
raqqa_sl,raqqa_sl,,27,1,0,1,0.004834,0,0,0,0
st3erer,st3erer,,13,5,52,57,0.244375,6,0.343421,0.403204,0.000576
Angry_Hassan,Angry_Hassan,,27,1,0,1,0.004834,0,0,0,0
JohnKerry,JohnKerry,,3,3,0,3,0.252265,0,0,0,0
trenchstrategy2,trenchstrategy2,,28,1,0,1,0.001721,0,0,0,0
Hajar_Cantlie01,Hajar_Cantlie01,,22,1,0,1,0.004981,0,0,0,0
PinoyNewsLIVE,PinoyNewsLIVE,,15,1,0,1,0.001721,0,0,0,0
YemenPostNews,YemenPostNews,,26,1,0,1,0.083867,0,0,0,0
qashrinaazri,qashrinaazri,,11,1,0,1,0.012813,0,0,0,0
PresosMusulmane,PresosMusulmane,,28,2,0,2,0.007774,0,0,0,0
StaatsNieuws,StaatsNieuws,,11,1,0,1,0.012813,0,0,0,0
Muslim_Tweeter,Muslim_Tweeter,,24,1,0,1,0.003412,0,0,0,0
so19zx20,so19zx20,,7,1,0,1,0.090381,0,0,0,0
lasnahuna,lasnahuna,,8,2,0,2,0.03759,0,0,0,0
F1ea1337,F1ea1337,,25,3,0,3,0.121886,0,0,0,0
anakaradan,anakaradan,,21,1,0,1,0.070325,0,0,0,0
W_Jurjia,W_Jurjia,,3,1,0,1,0.001721,0,0,0,0
B1ntRosee87,B1ntRosee87,,13,1,0,1,0.06556,0,0,0,0
KhilafahNews2,KhilafahNews2,,13,1,0,1,0.06556,0,0,0,0
Klasmust,Klasmust,,21,6,0,6,0.154928,0,0,0,0
Jazrawi_3ooud,Jazrawi_3ooud,,15,1,0,1,0.002808,0,0,0,0
Abou_Naba_24,Abou_Naba_24,,26,1,0,1,0.083867,0,0,0,0
Libyen_Insider,Libyen_Insider,,7,1,0,1,0.165638,0,0,0,0
antiISISnot,antiISISnot,,15,4,0,4,0.111119,0,0,0,0
Alriadiati786,Alriadiati786,,8,1,0,1,0.001721,0,0,0,0
abdallaha92,abdallaha92,,7,1,0,1,0.165638,0,0,0,0
Abu_tropical,Abu_tropical,,15,1,0,1,0.001721,0,0,0,0
lIlIlllIlIllI,lIlIlllIlIllI,,20,1,0,1,0.013988,0,0,0,0
moustiklash,moustiklash,,21,2,21,23,0.0161,4,0.379695,0.405724,0.000321
Amerdeghayes1,Amerdeghayes1,,14,1,0,1,0.029711,0,0,0,0
skx66x,skx66x,,15,1,0,1,0.002808,0,0,0,0
Thomas_Caza,Thomas_Caza,,11,1,0,1,0.012813,0,0,0,0
AbuMusab_110,AbuMusab_110,,13,5,33,38,0.275876,8,0.205924,0.227441,0.000128
muteasdek,muteasdek,,20,1,0,1,0.006053,0,0,0,0
dawlaislamiya65,dawlaislamiya65,,9,1,0,1,0.002808,0,0,0,0
AleveryJunior,AleveryJunior,,26,1,0,1,0.083867,0,0,0,0
Realharampolice,Realharampolice,,17,2,0,2,0.005615,0,0,0,0
AmichaiStein1,AmichaiStein1,,7,2,0,2,0.199979,0,0,0,0
Channel4News,Channel4News,,20,2,0,2,0.018866,0,0,0,0
mostiklash,mostiklash,,3,2,0,2,0.011767,0,0,0,0
hatuiore,hatuiore,,19,3,0,3,0.101763,0,0,0,0
assakok,assakok,,24,1,0,1,0.003412,0,0,0,0
LibyaschannelEN,LibyaschannelEN,,25,2,0,2,0.128424,0,0,0,0
SheikhKerry,SheikhKerry,,6,2,0,2,0.11778,0,0,0,0
J_top_shelf,J_top_shelf,,11,1,0,1,0.012813,0,0,0,0
Support,Support,,17,6,0,6,0.248227,0,0,0,0
SvobodaRadio,SvobodaRadio,,13,1,0,1,0.046761,0,0,0,0
lelosX,lelosX,,26,1,0,1,0.083867,0,0,0,0
8ALezAllELLAH51,8ALezAllELLAH51,,6,1,0,1,0.033913,0,0,0,0
IHHen,IHHen,,27,1,0,1,0.004834,0,0,0,0
ScotMikey1111,ScotMikey1111,,28,11,0,11,0.37796,0,0,0,0
IsraelHatzolah,IsraelHatzolah,,15,4,0,4,0.342693,0,0,0,0
DRovera,DRovera,,15,2,0,2,0.004874,0,0,0,0
ibnlive,ibnlive,,27,1,0,1,0.004834,0,0,0,0
cfr_org,cfr_org,,26,1,0,1,0.083867,0,0,0,0
_Qariban,_Qariban,,14,2,0,2,0.108744,0,0,0,0
klakishinki2,klakishinki2,,8,2,0,2,0.004529,0,0,0,0
BarbeCourte,BarbeCourte,,25,1,0,1,0.026466,0,0,0,0
brwisamhaddad,brwisamhaddad,,8,1,0,1,0.001721,0,0,0,0
defense_news,defense_news,,15,2,0,2,0.085588,0,0,0,0
Harar24Editor,Harar24Editor,,13,1,0,1,0.001721,0,0,0,0
AHWAAL_UMMAT10,AHWAAL_UMMAT10,,5,1,0,1,0.001721,0,0,0,0
2r_0047s,2r_0047s,,25,1,0,1,0.004386,0,0,0,0
Jihadology_Net,Jihadology_Net,,8,4,0,4,0.076574,0,0,0,0
BaradaforSyria,BaradaforSyria,,7,1,0,1,0.165638,0,0,0,0
SaxHorse666,SaxHorse666,,23,1,0,1,0.166677,0,0,0,0
taalibah2711,taalibah2711,,13,1,0,1,0.026207,0,0,0,0
baqiya101,baqiya101,,3,1,0,1,0.001721,0,0,0,0
Arturo_plv,Arturo_plv,,26,1,0,1,0.083867,0,0,0,0
Independent,Independent,,27,8,0,8,0.280073,0,0,0,0
mehdirhasan,mehdirhasan,,21,1,0,1,0.070325,0,0,0,0
dhjxjdjsjshxhx,dhjxjdjsjshxhx,,13,2,0,2,0.121781,0,0,0,0
wtfbrou,wtfbrou,,15,1,0,1,0.001721,0,0,0,0
133_yaq,133_yaq,,24,1,0,1,0.003412,0,0,0,0
MuwMedia,MuwMedia,,10,1,0,1,0.001721,0,0,0,0
Mundafen3,Mundafen3,,26,1,0,1,0.083867,0,0,0,0
Akata_Politik,Akata_Politik,,28,1,0,1,0.003199,0,0,0,0
AsimBajwaISPR,AsimBajwaISPR,,27,1,0,1,0.007543,0,0,0,0
golkane,golkane,,26,1,0,1,0.083867,0,0,0,0
AbuToyota,AbuToyota,,13,4,0,4,0.147259,0,0,0,0
absialbaghdadi,absialbaghdadi,,3,3,0,3,0.017733,0,0,0,0
KhattabHamza123,KhattabHamza123,,20,1,0,1,0.003153,0,0,0,0
iskandrah,iskandrah,,24,1,0,1,0.003412,0,0,0,0
Bogorad_Olga,Bogorad_Olga,,25,2,0,2,0.04797,0,0,0,0
khattab190,khattab190,,24,1,0,1,0.003412,0,0,0,0
skillspaybills1,skillspaybills1,,21,2,0,2,0.154192,0,0,0,0
USEmbassySyria,USEmbassySyria,,23,1,0,1,0.166677,0,0,0,0
abu_ibrahim32,abu_ibrahim32,,3,1,0,1,0.001721,0,0,0,0
roqaya119,roqaya119,,4,1,0,1,0.001721,0,0,0,0
smh,smh,,6,1,0,1,0.033913,0,0,0,0
sarahussein,sarahussein,,26,1,0,1,0.083867,0,0,0,0
MironHCH,MironHCH,,20,1,0,1,0.007386,0,0,0,0
btrslh49,btrslh49,,9,1,0,1,0.002808,0,0,0,0
KenanRahmani,KenanRahmani,,26,1,0,1,0.083867,0,0,0,0
AbuHurairah_39,AbuHurairah_39,,25,1,0,1,0.019935,0,0,0,0
fullfilth,fullfilth,,13,2,0,2,0.051595,0,0,0,0
HesDa0ne,HesDa0ne,,26,1,0,1,0.083867,0,0,0,0
ANS__ANS,ANS__ANS,,19,1,0,1,0.018083,0,0,0,0
HosamMuhammad91,HosamMuhammad91,,3,1,0,1,0.001721,0,0,0,0
LibyasChannel,LibyasChannel,,24,1,0,1,0.003412,0,0,0,0
NagiebK,NagiebK,,26,1,0,1,0.083867,0,0,0,0
khalidi4sham3,khalidi4sham3,,10,1,0,1,0.001721,0,0,0,0
Bigbox_42,Bigbox_42,,21,1,0,1,0.070325,0,0,0,0
mycatsarecool__,mycatsarecool__,,26,1,0,1,0.083867,0,0,0,0
SultanbinBajad,SultanbinBajad,,2,3,0,3,0.083237,0,0,0,0
tawheed_netwrk,tawheed_netwrk,,15,1,0,1,0.001721,0,0,0,0
filipsweet,filipsweet,,21,1,0,1,0.070325,0,0,0,0
malikabilarabi,malikabilarabi,,24,1,0,1,0.003412,0,0,0,0
Alvizier,Alvizier,,19,1,0,1,0.047836,0,0,0,0
MuawiyahDK,MuawiyahDK,,11,3,0,3,0.263357,0,0,0,0
PureDeen4,PureDeen4,,26,1,0,1,0.083867,0,0,0,0
GissiSim,GissiSim,,21,2,0,2,0.083138,0,0,0,0
victorynewshd,victorynewshd,,10,3,0,3,0.006854,0,0,0,0
muruthallah,muruthallah,,6,1,0,1,0.033913,0,0,0,0
Linformatrice,Linformatrice,,26,1,0,1,0.083867,0,0,0,0
AsimAbuMerjem,AsimAbuMerjem,,19,3,105,108,0.096923,6,0.327625,0.385558,0.000462
My_way_95,My_way_95,,13,1,0,1,0.041773,0,0,0,0
ukhomeoffice,ukhomeoffice,,21,1,0,1,0.002808,0,0,0,0
_UmmHussain,_UmmHussain,,3,1,0,1,0.001721,0,0,0,0
billroggio,billroggio,,21,2,0,2,0.073737,0,0,0,0
Fidaee_Fulaani,Fidaee_Fulaani,,20,3,58,61,0.027428,6,0.330337,0.38085,0.000189
DeirEzzor24,DeirEzzor24,,27,6,0,6,0.106496,0,0,0,0
m9klakish,m9klakish,,11,1,0,1,0.012813,0,0,0,0
bm27_uragan,bm27_uragan,,15,3,0,3,0.089,0,0,0,0
islamca8,islamca8,,28,1,0,1,0.003199,0,0,0,0
LifeInSyria,LifeInSyria,,3,5,0,5,0.045953,0,0,0,0
RahmanMadi,RahmanMadi,,20,1,0,1,0.007386,0,0,0,0
BiladFransa,BiladFransa,,25,5,0,5,0.248684,0,0,0,0
FidaeeFulaani,FidaeeFulaani,,21,5,37,42,0.031919,5,0.346609,0.37216,0.000343
1_texanna,1_texanna,,9,1,0,1,0.002808,0,0,0,0
ShirazMaher,ShirazMaher,,24,1,0,1,0.003412,0,0,0,0
fidaee_fulaani,fidaee_fulaani,,20,1,0,1,0.007386,0,0,0,0
CENTCOM,CENTCOM,,7,1,0,1,0.090381,0,0,0,0
ambrablu,ambrablu,,17,2,0,2,0.043494,0,0,0,0
Bringerpeace,Bringerpeace,,10,3,0,3,0.098512,0,0,0,0
JannahKeys,JannahKeys,,26,1,0,1,0.083867,0,0,0,0
MuradoRT,MuradoRT,,24,1,0,1,0.003412,0,0,0,0
YasirQadhi,YasirQadhi,,23,1,0,1,0.021171,0,0,0,0
bintemuslimah98,bintemuslimah98,,8,1,0,1,0.002808,0,0,0,0
hamza_alfro,hamza_alfro,,23,1,0,1,0.166677,0,0,0,0
taahir_khan,taahir_khan,,25,1,0,1,0.044557,0,0,0,0
8381Mhmmad,8381Mhmmad,,14,1,0,1,0.024734,0,0,0,0
Alkhalidi_sham,Alkhalidi_sham,,24,1,0,1,0.003412,0,0,0,0
AbuNaseeha_02,AbuNaseeha_02,,11,1,0,1,0.012813,0,0,0,0
Dread_mozleum,Dread_mozleum,,8,1,0,1,0.002808,0,0,0,0
mickeyc,mickeyc,,21,1,0,1,0.070325,0,0,0,0
Baqiyah_Khilafa,Baqiyah_Khilafa,,22,3,68,71,0.008423,7,0.260469,0.310511,0.000023
Yy9Jz9,Yy9Jz9,,8,1,0,1,0.001721,0,0,0,0
abuOmar971,abuOmar971,,26,1,0,1,0.083867,0,0,0,0
atzrf,atzrf,,8,1,0,1,0.001721,0,0,0,0
Toophyk,Toophyk,,26,1,0,1,0.083867,0,0,0,0
ReijiArisu4,ReijiArisu4,,6,1,0,1,0.033913,0,0,0,0
Zinvor,Zinvor,,24,1,0,1,0.003412,0,0,0,0
ansariyya,ansariyya,,27,1,0,1,0.004834,0,0,0,0
IslamSupreme,IslamSupreme,,8,1,0,1,0.007879,0,0,0,0
OzWitness149,OzWitness149,,17,2,0,2,0.004288,0,0,0,0
GrayfR0,GrayfR0,,28,1,0,1,0.003199,0,0,0,0
uhhgyfergbnj,uhhgyfergbnj,,29,1,0,1,0.002808,0,0,0,0
thetimes,thetimes,,21,2,0,2,0.176723,0,0,0,0
ninjamelonn,ninjamelonn,,15,1,0,1,0.001721,0,0,0,0
klakishini4,klakishini4,,11,1,0,1,0.012813,0,0,0,0
slhbtr32,slhbtr32,,2,1,0,1,0.001721,0,0,0,0
NwrowserR,NwrowserR,,13,2,0,2,0.169244,0,0,0,0
Madfac_RBG,Madfac_RBG,,25,1,0,1,0.026466,0,0,0,0
TRefugees4,TRefugees4,,20,1,0,1,0.006053,0,0,0,0
SomaliaNewsroom,SomaliaNewsroom,,21,1,0,1,0.070325,0,0,0,0
Alex,Alex,,13,1,0,1,0.011192,0,0,0,0
princess_sabira,princess_sabira,,2,1,0,1,0.001721,0,0,0,0
LeilaShami,LeilaShami,,7,1,0,1,0.090381,0,0,0,0
ak47dawakafiri,ak47dawakafiri,,9,1,0,1,0.002808,0,0,0,0
BatInfo147,BatInfo147,,5,1,0,1,0.002808,0,0,0,0
the_47th,the_47th,,27,1,0,1,0.004834,0,0,0,0
Khadeega,Khadeega,,26,1,0,1,0.083867,0,0,0,0
XharraArbana,XharraArbana,,20,1,0,1,0.003153,0,0,0,0
mediaiou,mediaiou,,9,1,0,1,0.002808,0,0,0,0
AkhiJibran,AkhiJibran,,19,1,0,1,0.018083,0,0,0,0
parvezicrimes,parvezicrimes,,17,3,0,3,0.009122,0,0,0,0
Major_gains_kha,Major_gains_kha,,6,2,0,2,0.038748,0,0,0,0
alurdun_,alurdun_,,23,1,0,1,0.166677,0,0,0,0
VICENews,VICENews,,26,1,0,1,0.083867,0,0,0,0
